Exercise Center,80000.00,23000,19
Great Bicycle Supply,100000.00,27000,20
Mail-Order Outlet,80000.00,18000,17
Nearby Cycle Shop,80000.00,20000,14
Recreation Toy Store,80000.00,17000,11
Retreat Inn,30000.00,7000,8
Technical Parts Manufacturing,30000.00,7000,5
Totes & Baskets Company,30000.00,6000,2
World of Bikes,80000.00,19000,17
A Bicycle Association,80000.00,19000,18
